full_text,label
medali emas sea games cabang sepakbola diraih timnas indonesia selamat garuda muda sepakbolaindonesia medaliemas seagames satuindonesia erickthohir pssi timnasindonesia erickthohirsolusirakyat erickthohirwapres,positif
indonesia menunggu merasakan menjejak podium tertinggi sea games indihometv homeofpremiumsports useesports indonesia sepakbola sepakbolaindonesia pssi seagames,negatif
timnas indonesia u mencetak sejarah meraih emas cabang olahraga cabor sepak bola sea games kamboja thephraseid seagames cambodia pssi erickthohir indonesiajuara,positif
penantian taun alhirnya indonesia pulang gelar juara sea games rancahpost garudamuda pssi timnasu seagames thailand,negatif
pemain timnas indonesia u tidur pakai kalung medali emas sea games dinanti timnasindonesia seagames pssi,negatif
tuntas indonesia lampaui target medali sea games medaliemas pssi seagames timnasindonesia,positif
erick thohir apresiasi turun langsung menenangkan pemain drama adu tambahan erickthohir pssi seagames timnasindonesia,positif
maaf yaa gabisa main pssi timnasday,positif
kepala kepolisian resor ngawi beserta staf jajaran selamat diraihnya medali emas timnas u sepakbola sea games kamboja jadikan momen pemacu semangat terbaik bangsa seagames pssi indonesia,positif
netizen indonesia koplak seagame sepakbolabola galerisepakbolaindonesia pssi,negatif
kepala kepolisian resor ngawi beserta staf jajaran selamat diraihnya medali emas timnas u sepakbola sea games kamboja jadikan momen pemacu semangat terbaik bangsa seagames pssi indonesia,positif
sich pegang bendera merah putih dibelakang seagames seagames garuda timnas sepakbola idriscilodong idrispilihanwarga cilodongdepok taposdepok pssi dpcpkbdepok dprddepok,positif
kasih ngamuk ngamuk ngamuk pssi timnasindonesia intermilan seagames,negatif
raih emas sea games erick thohir perjuangan sepak bola indonesia timnasindonesia seagames pssi,positif
selamat garuda muda membawa indonesia juara sea games mendingprabowo dekade prabowosubianto terusmajubersamaprabowo prabowopresiden seagames timnasindonesia pssi ultrasgaruda,positif
menarik andil program garuda select medali emas semalam pemain lulusan dibilang bersinar amp konsisten sea games ebih mengirim pemain muda garuda select pssi timnasindonesia garudaselect,positif
selamat timnas indonesia berhasil mengharumkan bangsa indonesia sea games cambodia mendingprabowo prabowosubianto prabowo gerindra gerindrajateng gerindrajawatengah dpckabklaten kabarklaten klatenhitz klatenkeren timnas pssi,positif
menegangkan tp tegang ngeliat marceng lino seagames cambodia pssi timnasdapatemas,negatif
gagal tuan rumah piala dunia diganti juara sea games bahagianya indonesia garuda sakti garuda perang burung perkutut pssi sepakbolapialadunia indonesiavsthailand,negatif
apresiasi pencapaian emas yg luarbiasa anjurkan kibar bendera besok timnasday terimakaaih kebahagiaan kebanggaan utk rakyat imdonesia timnasindonesia pssi,negatif
penantian timnas indonesia meraih emas sea games seagames pssi sepakbolaindonesia,positif
kemenangan dramatis timnasindonesia thailand timnasday seagames sepakbola pssi,positif
terima kasih coach timnas pssi,negatif
seagames rizkyridho indrasjafri pssi timnasday bantai thailand final sea games erick thohir terima kasih pejuang bernyali juara,negatif
dibalik kesuksesan timnas u indonesia meraih emas sea games kamboja peran mantan pemain pssi primavera bima sakti kurniawan dj amp yeyen tumena proses regenerasi kepelatihan tubuh pssi seagames timnasday emas pssi,negatif
dramanya elclasico juara seagames football pssi,negatif
selamat utk garuda muda terima kasih berjuang kenal lelah seagames sepakbola timnasday pssi,positif
indonesia alhamdulillah timnas pssi seagames cambodia,positif
alhamdulillah pssi timnasday seagames seagames cambodia,positif
momen timnas indonesia u menerima medali emas sea games kamboja garuda nusantara bawa pulang medali emas nn seagames seagames sepakbola indonesia pssi timnasindonesia timnasu news newsupdate inews,positif
indonesia tamat sea games sepak bola era kelompok umur timnasindonesia kitagaruda seagames seagames pssi timnas timnasday indrasjafri komang jauhari bagas ernando thailand sty rizkyridho marselinoferdinan,positif
orang berbangga pencapaian timnas indonesia u sea games malam terkecuali jajaran pssi komite olimpiade nasional indonesia buka puasa so seagames seagames sepakbola pssi erickthohir indosport,negatif
allhamdulillah indonesia vs thailand score timnasday indonesiavsthailand pssi,negatif
timnas indonesia u berhasil menang sea games garuda nusantara berhasil mengalahkan timnas thailand final skor berkat kemenangan timnas indonesia berhasil membawa pulang medali emas seagames seagames indonesiajuara indonesia pssi,positif
nonton timnas indonesia rebut medali emas sea games presiden jokowi tegang puas erickthohir indrasjafri presidenjokowi pssi,positif
selamat timnas indonesia u pencapaian bersejarah sea games kamboja penantian sepak bola indonesia kali meraih medali emas layak pssi timnas,positif
selamat timnas u mempersembahkan medali emas indonesia sea games camboja sebentar politikus beraksi mencuri panggung seagames pssi timnas timnasindonesia,positif
selamat torehan emas timnas sepak bola indonesia u ajang sea games bangga timnasday selebrasi prank beckham komang wasit indra sjafri eric tohir alhamdulillah ya allah wasit tawuran pssi,negatif
ayo guys kawal songchaithongcham si biang kerok thailand nyuruh suporter indonesia dateng indonesiajuara pssi seagames seagames seagames,positif
idolak deh makasih yg udah kasih mercedes pssi indonesiavsthailand indonesiajuara,positif
winner congratulation indonesia indonesiajuara fifa pssi,negatif
komang keren bngett gebukin kiper thailand pokok indah pda seagame timnasindonesia pssi,positif
penantian stelah pssi timnasu goldmedal indonesiavsthailand,negatif
akhirnyaa indonesiaa juaara emaass pssi emas indonesiajuara timnasday seagames indonesiavsthailand,positif
selamat raihan emas cabang sepak bola kerja keras semangat pejuang campur tangan tuhan timnas indonesia mengalahkan thailand seagames timnasindonesia timnas pssi indonesiavsthailand,positif
juara seagames sepakbola indonesia kamboja medali emas sepakbolaindonesia bola pssi seagames laguindonesiaraya laguindonesia,positif
penantian selamat mendulang mendali emas jarkiyo ketua sing ora ora ora kepakan sayap kepatah hatian selamat indonesia seagames pssi sepakbolaindonesia indonesiajuara,positif
timnasday seagames pssi goldmedal congrate sepakbola indonesia,positif
selamat pecinta sepakbola indonesia berbahagia malam terima kasih timnas indonesia timnasindonesia pssi seagames,positif
emass full senyumm muaythai vs pancak silat seagames kitabisa seagames pssi timnasindonesia,negatif
congratulation timnas indonesia u pssiseagame,positif
