Text,label
ga jay udah kejar kejar pinjol,netral
pedih ya bu gak pake ama dhe tebar kebahlolan publik postingan konyol ayo bu move on jd provokator kadrun bahlol,negatif
iyaaa data nama alamat nomer telpon lu tinggal daftarin pinjol aja sabi nih,netral
yai yg prihatin yai sorot presiden lelah awas negeri yai rantau orang beril diam negeri tinggal tunggu hancur via,negatif
open pinjol nih bunga aja,netral
masyarakat jerat bunga pinjol perintah jokowi ojk,positif
larang pinjol korban,netral
kemaren puja puji pinjol konsisten tidak konsisten,netral
orang minjem pinjol era jokowi nyari duit susah,negatif
pinjol,netral
kalo gua anak cewek pacar dateng ngapel gua suruh foto megang ktp gua bisikin sampe anak gua gua jadiin jamin pinjol,negatif
masyarakat jerat bunga pinjol perintah jokowi ojk,positif
absurd bgt kantor yg gaji jt hapenya redmi santai aja yg gaji jt maksa nyicil iphone sampe skrg lilit pinjol guess frugal living is not for everyone,negatif
masyarakat jerat bunga pinjol perintah jokowi ojk,positif
masyarakat jerat bunga pinjol perintah jokowi ojk,positif
kek pinjol gitu sih biar yg neror haha,netral
tau megang uang gimana hutang ga pinjol ga kredit ga nama hidup uang keluarga tinggal bagi amp atur sesuai sepakat,netral
udah tau nyekek puji blok akun pinjol rakyat udh susah susah iming iming indah aduuuh ambyaaar,negatif
udah bejat gtau busuk bgt lo taii dih najis najissss bgt ewhh orang kayak looo sosmed gitu ga siii ga nomor tlp nya gitu biar gw pake masukin data pinjol sebelll bgt liat dah,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
yg pinjol,negatif
kirain pinjol ilegal kasus udah tahun ilang eh marak yah,negatif
masyarakat jerat bunga pinjol perintah jokowi ojk,positif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
lurah yg kenal tukang bohong singgung fintech lending pinjam online pinjol cekik masyarakat bunga nggak ngaca lurah bijak yg cekik masyarakat dasar lurah sinting,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
presiden joko widodo jokowi singgung fintech lending pinjam online pinjol cekik masyarakat bunga,negatif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
presiden sorot marak pinjam online pinjol jerat masyarakat ekonomi kelas aku dengar kabar tipu tinggi bunga beban pinjol pinjam,negatif
jadi nomor hp jamin pinjol jak nder,positif
sungguh laknat manusia manusia masukin nomer orang pinjol suuuuu,positif
presiden joko widodo jokowi singgung fintech lending pinjam online pinjol cekik masyarakat bunga,negatif
okay binn thank you ya infonyaa rem bgt pinjol gt,netral
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
presiden ingat ojk masyarakat awam jerat tipu bunga pinjol yg makan korban,netral
yu open jasa pinjol,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
sungguh laknat manusia manusia masukin nomer orang pinjol suuuuu,positif
ojk hidup iur lembaga uang pinjol bayang kontrol usaha yg hidup kandung ojk cacat,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
yg pinjol,negatif
modal ribu jual nya ribu gimana ngak hutang ente pinjol dagang kau aja goblok goblok tolol kau,negatif
pinjol pake nik presiden buru,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
pinjol pake nik presiden buru,netral
yg pinjol,negatif
kemarin bangga pinjol pusing pinjol jok jok,netral
presiden joko widodo jokowi singgung fintech lending pinjam online pinjol cekik masyarakat bunga,negatif
kecam aja akses pinjol app store playstroe blokir iklan nya all media sosial blokir,positif
yg pinjol,negatif
pinjol ilegal china,netral
pinjol,netral
kelas tengah pinjol sarana investasi kelas pinjol bisnis bank digital,netral
absurd bgt kantor yg gaji jt hapenya redmi santai aja yg gaji jt maksa nyicil iphone sampe skrg lilit pinjol guess frugal living is not for everyone,negatif
pinjol kak,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
presiden ingat ojk masyarakat awam jerat tipu bunga pinjol yg makan korban,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
pinjol ilegal china,netral
pinjol ilegal china,netral
presiden potensi negara digitalisasi geser tiongkok amp india digitalisasi jaga awas ketat rugi rakyat banyak pinjol bunga cekik rakyat,negatif
wtf yg make no wa ku jamin pinjol,positif
presiden ingat ojk masyarakat awam jerat tipu bunga pinjol yg makan korban,netral
rawat kredibilitas pinjol lindung nasabah kalang men,positif
rawat kredibilitas pinjol lindung nasabah kalang men,positif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
pinjol sumber dana ya tum,netral
rawat kredibilitas pinjol lindung nasabah lengkapcepatberitanya beritaterkini berita news beritanasional,positif
pinjol yg resmi percaya rakyat hrs umum ojk label khusus warga tdk bingung sb tebar lembaga uang pinjol yg susah rakyat,netral
presiden joko widodo jokowi singgung fintech lending pinjam online pinjol cekik masyarakat bunga,negatif
rawat kredibilitas pinjol lindung nasabah,positif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
ciamik presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol,negatif
ngatain orang bodoh wkwkwkw la ngmgin pinjol ampe diskriminasi wkwkwkwkw inget bro uud fakir miskin anak lantar pelihara negara udah wajib negara kasih bantu manjain trus bayar pajak korupsi,negatif
wong sek bendinane ngremehke gaweanne liyo ki toke durung tau sleding pinjol,netral
sepsis temennya meisis jendol warna coklat komorbid salah gak cewek kipi bangsa ghoib sulit bhs enggresnya creeppy pake syok anafilaktik pas tukang tagih pinjol nongol,negatif
mumpung nik atas dipake pinjam uang pinjol,netral
pinjol gerah praktik pinjol rugi masyarakat nalar genius,negatif
udah bejat gtau busuk bgt lo taii dih najis najissss bgt ewhh orang kayak looo sosmed gitu ga siii ga nomor tlp nya gitu biar gw pake masukin data pinjol sebelll bgt liat dah,negatif
blm pinjol kak,netral
presiden ingat ojk masyarakat awam jerat tipu bunga pinjol yg makan korban,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
bener bgt mur emang laknat tuh pinjol teror gegara bayar bln,netral
kl jerat pinjol kondisi musibah sakit paksa hutang kerabat yg hutangin tolong info debtcollector bawa debtcollector mas biar edukasi ceramahin ga bayarin ya,negatif
bayar hutang abang wkwkwk ngutang ambil barang tanah abang sampe juta bayar minjem pinjol ujung nya keluarga ditelponin mulu,negatif
pinjol gerah praktik pinjol rugi masyarakat nalar genius,negatif
pinjol makan korban coba crk hadapin pinjol channel video kait hadap dc pinjol pesan singkat pinjam duit pinjol,negatif
ambigu ya kemaren statement pinjol bangga kbrhasialn bla bla bla bnyk rugi msyrkt hayooo cyber andalanny jeneng suruh kerja kerja kerja,negatif
pinjol asuransi nerima telpon aja norek potong asuransi heran ya,positif
tp beliau bilang,negatif
yg pinjol,negatif
presiden jokowi pesan khusus otoritas jasa uang ojk masyarakat yg tipu jerat bunga pinjol indonesia milik potensi utk raksasa digital china india ekonomi besar dunia tujuh,positif
cari narasumber cowo guna pinjol kena teror twt pls do ur magic,negatif
denger denger ngandelin pinjol sih panitnya duit ogah banget kalo nyumbang cabut panitia belah,netral
presiden ingat ojk masyarakat awam jerat tipu bunga pinjol yg makan korban,netral
pinjol rentenir yg bilang resmi aplikasi bunga utk bln zaman kuno riba acau hidup masy riba tdk berprikemanusiaan yg pancasila anti riba utang konsumsi susah tindas lg dgn bunga pinj,negatif
laaah piye kemarin bangga sampean gerah sampeyan kuas rakyat saban sms pinjol bikin ken muntah use your power pakde ojo gerah wae yoo gumoh,negatif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
minjem pinjol org limit gamain janji bayar tp skrg ngilang keluarga tagih banding in nasib,positif
jane ndek wing ngomong pinjal pinjol kae olehe opo sih bangga noh rakyate kejoret utang saiki omonge maneh mbuh wes salbut pokoke,positif
hacker rusia kerjasama pinjol duet maut nama,netral
pinjol,netral
tau orang make pinjol jamin nomor nder gw bacain quora kaya gitu anjir,positif
tau besok kejar pinjol,netral
hari adarusa sauce grup nunggak pinjol,netral
jokowi pinjol ilegal tipu masyarakat kelas baca lengkap mataindonesia presidenjokowi pinjam pinjamanonline pinjamanilegal,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
pinjol edan,negatif
ganti ahok jd ketua ojk langsung selesai tuh pinjol,netral
bnyak pinjol sengsara masyarakat yg pinjam perintah wadah fintech pantau pinjol liar dg yg legal ilegal dg suku bunga sngat cekik,negatif
kelas pinjol kelas berat percaya licik bisnis nya jokowibohonglagi jokowipresidenjenius jokowijenius tapiboong jokowibencanabagirakyat,negatif
yg pinjol,negatif
kalo undang hutang gak sampek pidana sih kadang galbay nyerangnya pinjol legal susah dahm narik nasabah diam ngehujat nasabah atur ojk stres gak nasabah bayar kasi,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
biaya salin bayar hutang pinjol buka usaha jg kak insyaallah pandemi dapat suami yg ojol sepi jdi pengin bikin warung lan aamiin moga rezeki,negatif
jokowi adegan polisi gerebek kantor pinjol bahagia lihat mrk kena batu eh tp kyk adrgan sinetron babak trus ilang coba kapolri operasi tindak pinjol msk sih gak bs tangkapin mrk,positif
bayar utang pinjol yg udh jatoh tempo kasi orgtua benerin makam alm ank solehku tambah modal usaha sembako bantu suami yg blm gaji,netral
sobat polri teror ancam debt collector pinjam online sobat polri keluarga alami teror debt collector pinjam online pinjol simak laku gambar ya,positif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
rem ya pantes pinjol dukung perintah,positif
mgkin tanda negara wakanda pinjam duit pinjol hati usaha pinjol uang pinjam usaha bubar,positif
pinjol biar dicariin masyakarat,positif
pinjol ilegal berantas,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
presiden joko widodo jokowi singgung fintech lending pinjam online pinjol cekik masyarakat bunga,negatif
anjing bgt temen kaya gin emg sumpah nomor gue dijadiin nomor darurat pinjol temen gue ken gue bikin sg tag ga duit gausah belanja jing,netral
luarbiasa pajak utk negara jd masuk lumayan bro cekek pinjol salah dewe,netral
ya kasih aja gak panik email gin email gk nyebut nama gk nulis no hp pdhal pinjol base on apk yg register no hp mancing kontak trus nyebut nama no hp kl email gk bs narik data temen,negatif
pikirin kevin semenjak jerat pinjol payah maennya,netral
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
beli hp bantuin om yg lg lilit pinjol,netral
kek pinjol,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
wakil pinjol,netral
kasih saran gampang lapor warga kejar dc pinjol langsung ganti direktur ojk cek aja efek kek,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
sih jujur ken bebas pinjol kak,positif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
lho kemarenan muji kalo kredit kembang pinjol knp gerah,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
presiden jokowi ingat ojk masyarakat jerat tipu amp bunga pinjol laknat,netral
wong sek bendinane ngremehke gaweanne liyo ki toke durung tau sleding pinjol,netral
ini tagih pinjol,positif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
kl kur mudah smua kredit macet hambur udah test pinjem kur kaya susah pake jamin pasti yg jd mslh pinjol nominal darurat,netral
ga patungan setor pinjol,netral
konfirmasi aja akulakunya jujur aja datengin pinjol gak enak banget sumpah tetep gak bayar ancam biarin aja biar orang pinjol jelasin,positif
persis jebak pinjol yg asal,negatif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
mn bukti byk sms tlp ngak pinjol sare byknya sms tipu pinjol,negatif
rawat kredibilitas pinjol lindung nasabah,positif
otw pinjol,netral
pinjol maju pindhem pinjam dhemit,netral
pinjol,netral
kemarin bangga dg pinjol skrg gerah mukidi,netral
udah sistem kayak gitu pakek akulaku gak bayar sistem data sebar akulaku podasi pinjol gak bayar rame si pinjolnya,positif
bilang pakdhe ntar suruh pinjam pinjol ruwet teh,negatif
jebak pinjol parah,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
sobat polri teror ancam debt collector pinjam online sobat polri keluarga alami teror debt collector pinjam online pinjol simak laku gambar ya,positif
mestibya perintah pinjam dr pinjol aja ngak china,negatif
alamat pinjol ssmakin subur,positif
yg pinjol,negatif
kemarin bilang bangga pinjol beliau pribadi ganda,positif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
lenyap buka playstore search pinjol aja dh aplikasi wkwkwk,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
pinjol malem si chaeng,netral
gal sih kmarin bangga pinjol hasil pinjam sekian trilyun masyarakat keluh mending gali kubur sj,positif
udah bejat gtau busuk bgt lo taii dih najis najissss bgt ewhh orang kayak looo sosmed gitu ga siii ga nomor tlp nya gitu biar gw pake masukin data pinjol sebelll bgt liat dah,negatif
udah bejat gtau busuk bgt lo taii dih najis najissss bgt ewhh orang kayak looo sosmed gitu ga siii ga nomor tlp nya gitu biar gw pake masukin data pinjol sebelll bgt liat dah,negatif
sy sare nich byknya nomer pinjol ngak byk banget jd ngom sesuai dl lapang jgn cm gembor yg tnp kemyataan data smua provider mudah menangk maling tipu online jg pinjol ngak beres gt aja repot,netral
rawat kredibilitas pinjol lindung nasabah,positif
pinjol malem si chaeng,netral
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
pinjol malem si chaeng,netral
pinjol malem si chaeng,netral
pinjol malem si chaeng,netral
sobat polri teror ancam debt collector pinjam online sobat polri keluarga alami teror debt collector pinjam online pinjol simak laku gambar ya,positif
pinjol malem si chaeng,netral
kemarin elu gembor gembor bangga gerah besok,netral
nomermu pake pinjol,netral
tlp sms wa ngak jls pinjol data jahat no tlp sdh provider mudah lacak bgm negara beres atur pemerintnya mencle yg dl gembor sim card hrs pakai ktp,positif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
ganas tega hukum laku pinjol ilegal yg bunga enak udel tindas korban malu mana mo bayar utang,negatif
orang sih telmi kemaren muji pinjol skrg gerah derita orang jenius,negatif
butuh duit pinjol solusi,netral
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
tertib resah masyatakat yg tdk tau tau pinjol jena ancam,negatif
gue skrg lo buka pinjol bunga,netral
sobat polri teror ancam debt collector pinjam online sobat polri keluarga alami teror debt collector pinjam online pinjol simak laku gambar ya,positif
tragedi pinjol tingkat,negatif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
not good lamar kerja gaditerima pinjol numpuk,netral
jilat ampe kluar sk jdi komut pinjol,netral
gta kaga pinjol sistem transfer duit karakter franklin ama trevor duit bet buset dah,positif
ojk hidup iur lembaga uang pinjol bayang kontrol usaha yg hidup kandung ojk cacat,negatif
dijadiin kontak darurat pinjol selebtiktok skrg dijadiin kontak darurat pinjol mantan ganti nomer kali ya gw,netral
yg update status udh bosen jomblo tp gilir chat respon kaya admin pinjol,positif
tagih duit kas udah kayak tagih pinjol ngeselin ngntt,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
,netral
hadeuuuuh yg bilang pinjol salur ratus trilyun bilang piyeeeee aduuuuh gin banget ya presiden,negatif
cakep solusi ojk pinjol bunga pinjol ilegal tagih yg langgar hukum tawar yg jebak solusi gabung ojk polri kemkominfo,negatif
eh iya ya yg dpt sms pinjol gtu ya bingung takut gmna,negatif
cakep solusi ojk pinjol bunga pinjol ilegal tagih yg langgar hukum tawar yg jebak solusi gabung ojk polri kemkominfo,negatif
gtw pinjol salur udah tau pinjol gerah deh,positif
emang hapus pinjol,netral
transferin aja trus ntar kl dah dea buka pinjol,positif
yg pinjol,negatif
presiden jokowi pesan khusus otoritas jasa uang ojk masyarakat yg tipu jerat bunga pinjol indonesia milik potensi utk raksasa digital china india ekonomi besar dunia tujuh,positif
selesai tangan perkara satker dittipideksus dittipidsiber polda metro jaya polda jawa polda jawa timur,positif
jokowi sorot bunga tipu pinjol,negatif
permisi kak maaf banget kalo lancang tolong pinjam juta bayar pinjol sekian terima kasih,netral
ktp dompet abis ngajukan pinjol,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
baca berita dongoooo apresiasi pinjol resmi daftar ojk baca ga sih lu,netral
anggota komisi iii dpr ri didik mukrianto aparat tegak hukum mang penting kait lindung warga negara praktik nakal pinjam online pinjol ilegal,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
udh orang loh curhat uang pagi koordinator ku ngechat telat bales hape charge dimatiin paket data pas siang tanyain minjem uang istri temenku adek tingkat lilit pinjol,netral
ojk hidup iur lembaga uang pinjol bayang kontrol usaha yg hidup kandung ojk cacat,negatif
hadeuuuuh yg bilang pinjol salur ratus trilyun bilang piyeeeee aduuuuh gin banget ya presiden,negatif
timbul demokrat perintah cabut pinjol nakal demokratmeroket pd solid bareng ahy,negatif
hapus sistem pinjol,netral
pinjol dampak presiden ojk singsing lengan,netral
literasi uang masyarakat literasi digital,netral
jokowi sorot bunga tipu pinjol,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
hahahaha pinjam pinjol,netral
tagih pinjol,netral
yg pinjol,negatif
pinjol tembus rp jokowi,negatif
untung emak gua gaptek gapaham pinjol pinjol tiktod dll macem,netral
habis mikir data sih ngisi ngisi kaya gin data udah sebar contoh kaya sms tawar pinjol amp tipu menang hadiah kadang was was,positif
sudah pinjolmu mari konsor sama pinjol no konsor yes trading investment investasi cryptocurrency,netral
bantu jerat hutang pinjol,negatif
,netral
chat pinjol gih rame,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
kayak kemarin puji pinjol mencla mencle,positif
jokowi gerah praktik pinjol rugi masyarakat,negatif
duh mesti nya telat kemarin habis bisik yg pinjol,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
,netral
masyarakat jerat bunga pinjol presiden ojk jaga momentum tumbuh industri jasa uang digital cipta ekosistem pinjol tanggung milik mitigasi risiko kuat,netral
weh weh isuk dele sore tempe wwkwkwkww ae kmrin nyanjung nyanjung pinjol,netral
pinjol aja pake ktp,positif
sobat polri teror ancam debt collector pinjam online sobat polri keluarga alami teror debt collector pinjam online pinjol simak laku,netral
kasih solusi pres jokowi masyarakat jerat pinjol bunga,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
klo gitu bubar pinjol yg resah masyarakat,negatif
pinjol benjol pinjam jt uang terima bayar jt ngak benjol hahaha,positif
pinjol,netral
awokwokwok minjem duit pinjol pamer,netral
presiden jokowi pesan khusus otoritas jasa uang ojk masyarakat yg tipu jerat bunga pinjol indonesia milik potensi utk raksasa digital china india ekonomi besar dunia tujuh,positif
temen gue ga ngaku minjem duit pinjol online langsung hapus pp spam pamer,netral
bank keluarin dana pinjam tanda dunia usaha jalan pinjol keluar dana tingkat tanda sulit orang puji pinjol,positif
hadeuuuuh yg bilang pinjol salur ratus trilyun bilang piyeeeee aduuuuh gin banget ya presiden,negatif
binasa lom menit bilang kalo pinjol luarbiasa hadeuhh yg tukang bisikin sm yg dbisikin tara bego ny,negatif
presiden tanggung dorong fintech pikir dampak negatif nya korban tindak nyata,negatif
temen suami yg jerat pinjol sp jt orang kantor teror udah gak yg bantu nya bantu jt kirain udah beres tau nya minjem kampret,negatif
presiden tanggung dorong fintech pikir dampak negatif nya korban tindak nyata,negatif
jokowi bangga pinjol akun nkri ubah ahli amat pinjol dalil kuat pinjol resmi daftar syariah dll balik sadar emaknya bapak saudara siksa kejar pinjol hati pinjol kejam rentenir,negatif
pinjol ilegal yg tertib moga njih bapaaaak,negatif
bank keluarin dana pinjam tanda dunia usaha jalan pinjol keluar dana tingkat tanda sulit orang puji pinjol,positif
presiden jokowi pesan khusus otoritas jasa uang ojk masyarakat yg tipu jerat bunga pinjol indonesia milik potensi utk raksasa digital china india ekonomi besar dunia tujuh,positif
presiden perintah tertib ancam yg aplikasi pinjol tuh sampe presiden turun tangan keren pakde udah capek yg gak ikut bagi maki,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
sekian kali chat pinjol nagih hutang nama temen ku yg aja gk deket bilang nomer cantum kontak darurat deket nya dichat temen ku yg beneran temen gk sampe orang wkwk,negatif
yg pinjem hrs bijak murah yg pake bank hrs tanggunan kalo kagak yg jadi jamin ya mahal hukum gw bilang kalo niat ngemplang gampang pinjol kagak jamin,positif
duh lurah sih ngemeng ubah ubah trs kayak bunglon kangenpunyapresidenbeneran kangenpunyapresidenbeneran,netral
tagih pinjol online naung awas ojk beda ilegal telp kantor marah kasar spam call kantor alas no kantor jadi jamin ancam bunga telat bulan pinjol legal,negatif
pinjol,netral
jokowi gerah pinjol warga ri tekan jerat bunga,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
gak legal gak ilegal legal tagih nya beda ilegal keras kasar info nya berantas praktek pinjol legal ilegal legal naung ojk bunga,negatif
yg bener tuh pinjol sdh salur rugi masyarakat,negatif
gua curiga bgt kadang nomor wa gua yg nawarin pinjol,negatif
narik pinjol bayar paylater budaya miskin yg kembang allahu,negatif
rela nyelang pinjol gae hidup hedon,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
pinjam jt tenor hr tp yg transfer rb jatuh tempo tgl tp tagih tgl pantesan yg bunuh gegara pinjol,netral
angsur pinjol,netral
pinjol larang,positif
imho lilac means doing great in this disruption era and doing great for better selfesteem era disrupsi sarat saing sarat pinjol sedih maaf gabut revolusi rajin peace,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
presiden jokowi pesan khusus otoritas jasa uang ojk masyarakat yg tipu jerat bunga pinjol indonesia milik potensi utk raksasa digital china india ekonomi besar dunia tujuh,positif
gak bawa karna udah sita pinjol,netral
it okey kak gatau nomor dipake coba jelasin aja kak pinjol kakak pinjam orang pake nomor kakak,netral
jokowi gerah praktik pinjol rugi masyarakat,negatif
jokowi gerah praktik pinjol rugi masyarakat,negatif
mending pinjol ngepet gaes,netral
presiden jokowi pesan khusus otoritas jasa uang ojk masyarakat yg tipu jerat bunga pinjol indonesia milik potensi utk raksasa digital china india ekonomi besar dunia tujuh,positif
nih baca warga yg bunuh pinjol,netral
pinjol aja,netral
buka jasa pinjol,netral
jokowi bangga pinjol akun nkri ubah ahli amat pinjol dalil kuat pinjol resmi daftar syariah dll balik sadar emaknya bapak saudara siksa kejar pinjol hati pinjol kejam rentenir,negatif
yg pinjol,negatif
kemarin puji pinjol kalo pidato gak paham yg bicara,netral
yg kasih ijin pinjol hadir indonesia ya wkwkwkkwk lucu,netral
dengar masyarakat tipu jerat bunga pinjam online pinjol tekan kembali pinjam jokowi money,negatif
iya yg jerat hutang pinjol yg bunuh,netral
yg pinjol,negatif
pinjal pinjol larang sj pa presiden ganti mindol duwit on line jd rakjat ngga minjem ngga ngembaliken duwit apalaggi pake bunga an klo ilegal mana mesti sj pa oknum pa salam sehat pa,negatif
