full_text,label
perwakilan klu liga hadir membahas nasi skenario kompetisi musim li pssi kanjuruhandisaster,positif
susunan pemain garuda muda kualifikasiafcu indonesia vs malaysia sepak wit indosiar bismillah menang admin rubol timnasday timnasindonesia timnas afcu pssi indonesia bola sepakbola info updates seputartimnas,positif
mencari bukti tgipf buka peluang autopsi jenazah korban tragedi kanjuruhan fdl inews tgipf korban kanjuruhan tragedikanjuruhan autopsi jenazah ligaindonesia ligasatu pssi aremania aremanita arema persebaya malang,negatif
stadion kebanggaan masyarakat kota cirebon stadion bima pssi psit kotacirebon,positif
stadion kebanggaan masyarakat kota cirebon stadion bima pssi psit kotacirebon,positif
stadion kebanggaan masyarakat kota cirebon stadion bima pssi psit kotacirebon,positif
stadion kebanggaan masyarakat kota cirebon stadion bima pssi psit kotacirebon,positif
negeri orang yg keahlian stadium management lulusan pengalaman mumpuni kanjuruhan pssi pssiwajibtanggungjawa,negatif
link tv online streaming bola timnas u vs malaysia live indosiar afc cup wi streaming afc timnasday trendingnow pssi malaysia,negatif
ketua pssi mochamad iriawan menolak mundur jabatannya bentuk tanggung jawa tragedi kanjuruhan menurutnya kehadirannya malang menginvestigasi mengunjungi keluarga korban fdl inews pssi ketuaumum ketum iwanbule kanjuruhan tragedi,netral
asosiasi pssi tingkat provinsi kabupaten kota menyalahpahami keputusan menpora pssi,positif
pengurus pssi mundur akibat tragedi kanjuruan tragedikanjuruan tragedisepakbolaindonesia pertanggungjawabanpssidalamtragedikanjuruhan pssi knmaneges knmcomunity saudarajiwa pemersatubangsa nkrihargamati,negatif
timnasday lupa malam garuda muda berjuang afcu qualifiers melawan tentangga berisik terbanglah garuda muda via admin rubol afcu pssi bola indonesia timnasindonesia sepakbola infobola kualifikasiafcu garudamuda timnasu,positif
biodata profil iwan bule ketum pssi didesak mundur tragedi kanjuruhan pssi pssiwajibtanggungjawa kanjuruhan,negatif
yuk nonton indonesia vs malaysia penonton diharap pertandingan seru afcu qualifiers pakansari kabupatenbogor stadionpakansari pssi timnasday,negatif
senang tiada duka pssi,positif
pssi pemerintah fifa kolaborasi sepakbola pssi fifa kolaborasi bola beritabola usutsampaituntas,negatif
akibat tragedi kanjuruhan ketua pssi iwan bule mundur jabatannya pssi tragedikanjuruhan ketum kanjuruhanberdukacita kanjuruhandisaster,negatif
pertemuan bang erick thohir presiden fifa pesan khusus penyelamatan piala dunia u sepak bola indonesia pengamat sepak bola nasional sigit nugroho bangkitbersamaet fifa pssi,negatif
beritajatim pssi salah paham kompetisi bola diberhentikan pssi liga indonesia tragedikanjuruhan,negatif
ft indonesia uruguay bahri aditya p kekalahan skuad garuda puas peringkat semangat garuda pdamputasi bola pialadunia sepakbola indonesia timnasindonesia pssi,positif
pemerintah fifa bentuk tim transformasi sepak bola indonesia pssi pssi fifa indonesia sepakbola sport,negatif
liga inggris epl bolautama sepakbolaindonesia isl pssi,positif
pertemuan bang presiden fifa pesan khusus penyelamatan piala dunia u sepak bola indonesia pengamat sepak bola nasional sigit nugroho bumn erickthohir kerjanyata bangkitbersamaet pssi fifa,negatif
malaysia bersolidariti majoriti fam pssi,positif
pertemuan bang erick thohir presiden fifa pesan khusus penyelamatan piala dunia u sepak bola indonesia pengamat sepak bola nasional sigit nugroho indonesiamaju pssi sepakatdamai bangkitbersamaet,negatif
akseyna al fatehah nyawa hak asasi manusia hak hidup ratusan nyawa melayang pssi suarakan kemanusiaan kejar tanggungjawa moril serukan ketua pssi mundur bayangkan tangisan orang tua yg anak nya meninggal,negatif
jokowi pssi dalamproyek fifa coach justin mending mundur gimana menurutmu so pssi jokowi fifa coachjustin,negatif
tumbal tegmu jebluk pssi revolusi,negatif
akseyna al fatehah nyawa hak asasi manusia hak hidup ratusan nyawa melayang pssi perasaan berduka yg mendalam kpd korban tragedi kanjuruhan amp tanggungjawa kemanusiaan menyerukan ketua pssi mundur,positif
pssi bangsat kontol bawok,negatif
tgipf temui terkait tragedi kanjuruhan malang nasional fifa jatimberitabaruco kanjuruhan pssi,negatif
coachjustin koq bener ya tebakannya fifa pssi jokowi presidenjokowi,negatif
ngga ngajak ngopi nih pedes ya bintang emon bintangemon jakmania pssi,negatif
dugaan pintu stadion kanjuruhan sengaja dikunci tgipf lakukan penelusuran privasi pssi tgipf tragedikanjuruhan,negatif
ketua komisi x dpr ri syaiful huda menyayangkan sikap pssi dianggap bersalah tragedi kanjuruhan menilai federasi semestinya bertanggung jawa simak berita selengkapnya newsone cariberitaditvone dpr pssi arema,negatif
pertemuan presiden fifa gianni infantino oktober membuahkan hasil sepak bola indonesia pasca tragedi kanjuruhan bumn erickthohir kerjanyata bangkitbersamaet pssi sepakatdamai sepakbola,positif
pt li klu sepakat menunggu arahan pemerintah terkait kelanjutan kompetisi liga musim bolaskorcom ptli pssi liga,negatif
tanda tangan petisi laman mendesak mochamad iriawan alias iwan bule mundur jabatannya ketua pssi selengkapnya mnctv pssi iwanbule malang jawatimur kanjuruhan sepakbola,negatif
bintang emon konoha bintangemon pssi lesti bintangemon,negatif
pssi hapus bubarkan otoritas fifa langsung penyelenggara sepakbola indonesia pssi usuttuntastragedikanjuruhan kanjuruhanberdukacita,negatif
berkunjung indonesia pesan moril presiden fam indonesia malaysia netral pssi,positif
presiden jokowi pssi indonesia hukuman fifa akibat tragedi kanjuruhan pssi thephraseid fifa tragedikanjuaruan,negatif
semangat pssi,positif
contoh teladan profesional fam malaysia harimaumalaya pssi,positif
pilihlah turunannya cucu pahlawan bela nkri turunan knil marsose westerling ngaku nkri sejati gaya snock hogranye rakyat dibantai keruk sumberdaya wadasmelawan islam pssi,negatif
ketum pssi cinta sepak bola gak si cinta jabatan harta cinta jabatan harta liat kapasitas dimana pssi,positif
hasil live draw california oktober result shio anjing selamat pemenang pwtogel bandartogelonline california pssi,negatif
hasil live draw california oktober result shio anjing selamat pemenang linitoto bandartogelonline california pssi,negatif
ketua paham bola mantan pemain pelatih ds mantan jendral polisi kanjuruhan usuttuntastragedikanjuruhan pssi pssiwajibtanggungjawab,negatif
timnasday aff pssi coachbimasakti timnas day indonesia malaysia arhan kaka nabil habil,positif
iwan bule iwanbule pssi,negatif
ketua pssi lulusan akademi kepolisian kejadian kanjuruhan salah pssi kanjuruhan kanjuruhanstadium aremania,negatif
pssi elu tuh ga diajak pssi pssiwajibtanggungjawa,negatif
aremania aremaniaberduka aremajancok aremaday taleequaleshow pssi gimana masak d lepas gt aja,negatif
cs ramah melayani bolautama sepakbolaindonesia isl pssi,positif
ketua panpel arema fc terima sanksi ancaman pidana bolaskorcom aremafc liga pssi,positif
menpora takkan intervensi desakan ketua pssi mundur baca selengkapnya mataindonesia pssi tragedikanjuruhan menpora,negatif
